Index,Input,Theta,Phi,Recon,Theta recon,Phi recon,Theta error,Phi error
437,[30 32 38],0.4157182,3.9269907,[12 22 54],3.060820370172636,5.776811277573529,-2.6451021723500654,-1.8498205301217467
